Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),   geikielite,     hematite,     ilmenite,  pyrophanite,     corundum
446,877.50,2.000,-13.860,0.3848,4.5523,0.0000,46.3673,4.0257,11.7303,0.0000,32.5275,0.4791,4.8702,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.925,-3.081,0.734,0.085,0.369,0.174298,0.105956,0.653051,0.009743,0.056952
447,877.00,2.000,-13.869,0.3886,4.5526,0.0000,46.3690,4.0189,11.7290,0.0000,32.5391,0.4800,4.8640,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.963,-3.111,0.741,0.085,0.373,0.174092,0.105953,0.653335,0.009760,0.056860
448,876.50,2.000,-13.879,0.3923,4.5530,0.0000,46.3707,4.0121,11.7279,0.0000,32.5507,0.4808,4.8579,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.001,-3.141,0.748,0.086,0.376,0.173887,0.105950,0.653616,0.009778,0.056769
449,876.00,2.000,-13.888,0.3961,4.5533,0.0000,46.3723,4.0054,11.7267,0.0000,32.5622,0.4816,4.8518,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.038,-3.171,0.755,0.087,0.380,0.173683,0.105948,0.653897,0.009795,0.056677
450,875.50,2.000,-13.898,0.3998,4.5536,0.0000,46.3740,3.9986,11.7256,0.0000,32.5736,0.4824,4.8458,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.075,-3.200,0.762,0.088,0.383,0.173479,0.105946,0.654177,0.009812,0.056586
451,875.00,2.000,-13.907,0.4036,4.5539,0.0000,46.3756,3.9918,11.7245,0.0000,32.5850,0.4832,4.8398,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.112,-3.230,0.768,0.089,0.387,0.173276,0.105945,0.654455,0.009830,0.056494
452,874.50,2.000,-13.917,0.4073,4.5542,0.0000,46.3773,3.9851,11.7235,0.0000,32.5964,0.4841,4.8338,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.149,-3.259,0.775,0.089,0.390,0.173074,0.105943,0.654733,0.009847,0.056403
453,874.00,2.000,-13.926,0.4109,4.5545,0.0000,46.3789,3.9783,11.7225,0.0000,32.6076,0.4849,4.8278,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.185,-3.288,0.782,0.090,0.394,0.172873,0.105942,0.655009,0.009865,0.056311
454,873.50,2.000,-13.935,0.4146,4.5548,0.0000,46.3805,3.9716,11.7216,0.0000,32.6189,0.4857,4.8218,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.222,-3.317,0.789,0.091,0.397,0.172672,0.105942,0.655284,0.009882,0.056220
455,873.00,2.000,-13.945,0.4183,4.5552,0.0000,46.3821,3.9648,11.7206,0.0000,32.6301,0.4865,4.8159,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.258,-3.346,0.796,0.092,0.401,0.172473,0.105941,0.655557,0.009900,0.056129
456,872.50,2.000,-13.954,0.4219,4.5555,0.0000,46.3837,3.9581,11.7198,0.0000,32.6412,0.4874,4.8100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.294,-3.375,0.802,0.093,0.404,0.172274,0.105941,0.655830,0.009917,0.056038
457,872.00,2.000,-13.964,0.4255,4.5558,0.0000,46.3852,3.9513,11.7189,0.0000,32.6523,0.4882,4.8041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.330,-3.403,0.809,0.093,0.407,0.172075,0.105942,0.656102,0.009935,0.055946
458,871.50,2.000,-13.973,0.4291,4.5561,0.0000,46.3868,3.9446,11.7181,0.0000,32.6633,0.4890,4.7982,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.365,-3.432,0.816,0.094,0.411,0.171878,0.105942,0.656372,0.009953,0.055855
459,871.00,2.000,-13.982,0.4327,4.5564,0.0000,46.3883,3.9379,11.7173,0.0000,32.6743,0.4898,4.7923,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.401,-3.460,0.822,0.095,0.414,0.171681,0.105943,0.656641,0.009970,0.055764
460,870.50,2.000,-13.991,0.4363,4.5567,0.0000,46.3898,3.9312,11.7166,0.0000,32.6852,0.4907,4.7865,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.436,-3.488,0.829,0.096,0.418,0.171485,0.105944,0.656909,0.009988,0.055673
461,870.00,2.000,-14.001,0.4398,4.5570,0.0000,46.3914,3.9245,11.7159,0.0000,32.6960,0.4915,4.7807,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.471,-3.516,0.835,0.097,0.421,0.171290,0.105946,0.657176,0.010006,0.055582
462,869.50,2.000,-14.010,0.4433,4.5573,0.0000,46.3929,3.9178,11.7152,0.0000,32.7069,0.4923,4.7749,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.506,-3.544,0.842,0.097,0.424,0.171095,0.105948,0.657442,0.010023,0.055492
463,869.00,2.000,-14.019,0.4469,4.5576,0.0000,46.3943,3.9111,11.7146,0.0000,32.7176,0.4932,4.7692,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.541,-3.572,0.848,0.098,0.428,0.170902,0.105950,0.657707,0.010041,0.055401
464,868.50,2.000,-14.028,0.4504,4.5579,0.0000,46.3958,3.9044,11.7140,0.0000,32.7283,0.4940,4.7634,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.575,-3.600,0.855,0.099,0.431,0.170708,0.105952,0.657970,0.010059,0.055310
465,868.00,2.000,-14.038,0.4539,4.5583,0.0000,46.3973,3.8977,11.7135,0.0000,32.7390,0.4948,4.7577,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.610,-3.627,0.861,0.100,0.434,0.170516,0.105955,0.658233,0.010077,0.055219
466,867.50,2.000,-14.047,0.4573,4.5586,0.0000,46.3987,3.8910,11.7130,0.0000,32.7496,0.4957,4.7520,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.644,-3.654,0.867,0.100,0.437,0.170325,0.105958,0.658494,0.010094,0.055129
467,867.00,2.000,-14.056,0.4608,4.5589,0.0000,46.4002,3.8843,11.7125,0.0000,32.7601,0.4965,4.7464,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.678,-3.682,0.874,0.101,0.441,0.170134,0.105962,0.658755,0.010112,0.055038
468,866.50,2.000,-14.065,0.4642,4.5592,0.0000,46.4016,3.8776,11.7120,0.0000,32.7706,0.4974,4.7407,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.712,-3.709,0.880,0.102,0.444,0.169944,0.105965,0.659014,0.010130,0.054947
469,866.00,2.000,-14.074,0.4676,4.5595,0.0000,46.4030,3.8710,11.7116,0.0000,32.7811,0.4982,4.7351,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.745,-3.736,0.886,0.103,0.447,0.169754,0.105969,0.659272,0.010148,0.054857
470,865.50,2.000,-14.083,0.4711,4.5598,0.0000,46.4044,3.8643,11.7113,0.0000,32.7915,0.4990,4.7295,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.779,-3.763,0.893,0.103,0.450,0.169565,0.105974,0.659529,0.010166,0.054767
471,865.00,2.000,-14.092,0.4744,4.5601,0.0000,46.4058,3.8577,11.7109,0.0000,32.8018,0.4999,4.7239,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.812,-3.789,0.899,0.104,0.453,0.169377,0.105978,0.659785,0.010184,0.054676
472,864.50,2.000,-14.102,0.4778,4.5604,0.0000,46.4072,3.8510,11.7106,0.0000,32.8121,0.5007,4.7183,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.845,-3.816,0.905,0.105,0.457,0.169190,0.105983,0.660039,0.010202,0.054586
473,864.00,2.000,-14.111,0.4812,4.5607,0.0000,46.4085,3.8444,11.7104,0.0000,32.8224,0.5016,4.7128,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.878,-3.842,0.911,0.106,0.460,0.169004,0.105988,0.660293,0.010219,0.054495
474,863.50,2.000,-14.120,0.4845,4.5610,0.0000,46.4099,3.8377,11.7101,0.0000,32.8326,0.5024,4.7073,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.911,-3.869,0.917,0.106,0.463,0.168818,0.105994,0.660546,0.010237,0.054405
475,863.00,2.000,-14.129,0.4879,4.5613,0.0000,46.4112,3.8311,11.7099,0.0000,32.8427,0.5033,4.7018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.944,-3.895,0.923,0.107,0.466,0.168633,0.106000,0.660797,0.010255,0.054315
476,862.50,2.000,-14.138,0.4912,4.5616,0.0000,46.4126,3.8245,11.7098,0.0000,32.8528,0.5041,4.6963,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.976,-3.921,0.929,0.108,0.469,0.168448,0.106006,0.661048,0.010273,0.054225
477,862.00,2.000,-14.147,0.4945,4.5619,0.0000,46.4139,3.8178,11.7096,0.0000,32.8629,0.5050,4.6908,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.009,-3.947,0.935,0.108,0.472,0.168265,0.106012,0.661297,0.010291,0.054135
478,861.50,2.000,-14.156,0.4978,4.5622,0.0000,46.4152,3.8112,11.7095,0.0000,32.8729,0.5058,4.6854,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.041,-3.973,0.941,0.109,0.475,0.168082,0.106019,0.661545,0.010309,0.054045
479,861.00,2.000,-14.165,0.5010,4.5625,0.0000,46.4165,3.8046,11.7095,0.0000,32.8828,0.5067,4.6800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.073,-3.999,0.947,0.110,0.478,0.167899,0.106026,0.661793,0.010328,0.053955
480,860.50,2.000,-14.174,0.5043,4.5628,0.0000,46.4177,3.7980,11.7094,0.0000,32.8927,0.5075,4.6746,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.105,-4.024,0.953,0.111,0.481,0.167718,0.106033,0.662039,0.010346,0.053865
481,860.00,2.000,-14.183,0.5076,4.5631,0.0000,46.4190,3.7914,11.7094,0.0000,32.9026,0.5084,4.6692,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.136,-4.050,0.959,0.111,0.485,0.167537,0.106040,0.662284,0.010364,0.053775
482,859.50,2.000,-14.191,0.5108,4.5634,0.0000,46.4203,3.7848,11.7095,0.0000,32.9124,0.5092,4.6639,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.168,-4.075,0.965,0.112,0.488,0.167357,0.106048,0.662528,0.010382,0.053685
483,859.00,2.000,-14.200,0.5140,4.5637,0.0000,46.4215,3.7782,11.7095,0.0000,32.9222,0.5101,4.6585,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.199,-4.100,0.971,0.113,0.491,0.167177,0.106056,0.662771,0.010400,0.053596
484,858.50,2.000,-14.209,0.5172,4.5640,0.0000,46.4227,3.7716,11.7097,0.0000,32.9319,0.5109,4.6532,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.231,-4.126,0.976,0.113,0.494,0.166998,0.106065,0.663013,0.010418,0.053506
485,858.00,2.000,-14.218,0.5204,4.5643,0.0000,46.4240,3.7650,11.7098,0.0000,32.9415,0.5118,4.6479,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.262,-4.151,0.982,0.114,0.497,0.166820,0.106073,0.663254,0.010436,0.053416
486,857.50,2.000,-14.227,0.5236,4.5646,0.0000,46.4252,3.7585,11.7100,0.0000,32.9511,0.5126,4.6427,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.292,-4.175,0.988,0.115,0.500,0.166642,0.106082,0.663494,0.010455,0.053327
487,857.00,2.000,-14.236,0.5267,4.5649,0.0000,46.4264,3.7519,11.7102,0.0000,32.9607,0.5135,4.6374,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.323,-4.200,0.994,0.115,0.502,0.166466,0.106092,0.663733,0.010473,0.053237
488,856.50,2.000,-14.245,0.5299,4.5652,0.0000,46.4275,3.7453,11.7104,0.0000,32.9702,0.5144,4.6322,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.354,-4.225,0.999,0.116,0.505,0.166290,0.106101,0.663970,0.010491,0.053148
489,856.00,2.000,-14.253,0.5330,4.5655,0.0000,46.4287,3.7388,11.7107,0.0000,32.9797,0.5152,4.6270,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.384,-4.249,1.005,0.117,0.508,0.166114,0.106111,0.664207,0.010510,0.053058
490,855.50,2.000,-14.262,0.5361,4.5658,0.0000,46.4299,3.7322,11.7110,0.0000,32.9891,0.5161,4.6218,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.414,-4.274,1.011,0.117,0.511,0.165939,0.106121,0.664443,0.010528,0.052969
491,855.00,2.000,-14.271,0.5392,4.5661,0.0000,46.4310,3.7257,11.7113,0.0000,32.9985,0.5170,4.6166,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.445,-4.298,1.016,0.118,0.514,0.165765,0.106131,0.664678,0.010546,0.052880
492,854.50,2.000,-14.280,0.5423,4.5664,0.0000,46.4322,3.7191,11.7117,0.0000,33.0078,0.5178,4.6115,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.475,-4.322,1.022,0.119,0.517,0.165592,0.106142,0.664911,0.010565,0.052791
493,854.00,2.000,-14.288,0.5454,4.5667,0.0000,46.4333,3.7126,11.7120,0.0000,33.0171,0.5187,4.6063,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.504,-4.347,1.027,0.119,0.520,0.165419,0.106153,0.665144,0.010583,0.052701
494,853.50,2.000,-14.297,0.5484,4.5670,0.0000,46.4344,3.7060,11.7125,0.0000,33.0263,0.5195,4.6012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.534,-4.371,1.033,0.120,0.523,0.165247,0.106164,0.665376,0.010601,0.052612
495,853.00,2.000,-14.306,0.5515,4.5673,0.0000,46.4355,3.6995,11.7129,0.0000,33.0355,0.5204,4.5961,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.564,-4.394,1.038,0.121,0.526,0.165075,0.106175,0.665606,0.010620,0.052523
496,852.50,2.000,-14.314,0.5545,4.5676,0.0000,46.4366,3.6930,11.7134,0.0000,33.0446,0.5213,4.5911,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.593,-4.418,1.044,0.121,0.528,0.164905,0.106187,0.665836,0.010638,0.052434
497,852.00,2.000,-14.323,0.5575,4.5679,0.0000,46.4377,3.6865,11.7139,0.0000,33.0537,0.5222,4.5860,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.622,-4.442,1.049,0.122,0.531,0.164734,0.106199,0.666065,0.010657,0.052345
498,851.50,2.000,-14.332,0.5605,4.5682,0.0000,46.4388,3.6800,11.7145,0.0000,33.0628,0.5230,4.5810,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.651,-4.465,1.054,0.123,0.534,0.164565,0.106211,0.666292,0.010675,0.052256
499,851.00,2.000,-14.340,0.5635,4.5684,0.0000,46.4398,3.6735,11.7151,0.0000,33.0718,0.5239,4.5760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.680,-4.489,1.060,0.123,0.537,0.164396,0.106224,0.666519,0.010694,0.052167
500,850.50,2.000,-14.349,0.5665,4.5687,0.0000,46.4409,3.6670,11.7157,0.0000,33.0807,0.5248,4.5710,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.709,-4.512,1.065,0.124,0.540,0.164228,0.106236,0.666745,0.010712,0.052079
501,850.00,2.000,-14.358,0.5695,4.5690,0.0000,46.4419,3.6605,11.7163,0.0000,33.0897,0.5256,4.5660,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.738,-4.535,1.070,0.125,0.542,0.164060,0.106249,0.666970,0.010731,0.051990
502,849.50,2.000,-14.366,0.5725,4.5693,0.0000,46.4429,3.6540,11.7170,0.0000,33.0985,0.5265,4.5611,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.766,-4.559,1.076,0.125,0.545,0.163893,0.106263,0.667193,0.010749,0.051901
503,849.00,2.000,-14.375,0.5754,4.5696,0.0000,46.4440,3.6475,11.7177,0.0000,33.1073,0.5274,4.5561,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.795,-4.582,1.081,0.126,0.548,0.163727,0.106276,0.667416,0.010768,0.051813
504,848.50,2.000,-14.383,0.5783,4.5699,0.0000,46.4450,3.6410,11.7184,0.0000,33.1161,0.5283,4.5512,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.823,-4.605,1.086,0.127,0.551,0.163561,0.106290,0.667638,0.010787,0.051724
505,848.00,2.000,-14.392,0.5812,4.5702,0.0000,46.4460,3.6345,11.7192,0.0000,33.1249,0.5291,4.5463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.851,-4.627,1.091,0.127,0.553,0.163396,0.106304,0.667859,0.010805,0.051636
506,847.50,2.000,-14.401,0.5842,4.5705,0.0000,46.4469,3.6281,11.7200,0.0000,33.1336,0.5300,4.5414,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.879,-4.650,1.097,0.128,0.556,0.163232,0.106318,0.668079,0.010824,0.051547
507,847.00,2.000,-14.409,0.5870,4.5708,0.0000,46.4479,3.6216,11.7208,0.0000,33.1422,0.5309,4.5366,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.907,-4.673,1.102,0.128,0.559,0.163068,0.106333,0.668298,0.010843,0.051459
508,846.50,2.000,-14.418,0.5899,4.5711,0.0000,46.4489,3.6152,11.7216,0.0000,33.1508,0.5318,4.5317,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.934,-4.695,1.107,0.129,0.561,0.162905,0.106347,0.668516,0.010861,0.051371
509,846.00,2.000,-14.426,0.5928,4.5714,0.0000,46.4498,3.6087,11.7225,0.0000,33.1594,0.5327,4.5269,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.962,-4.718,1.112,0.130,0.564,0.162743,0.106362,0.668733,0.010880,0.051282
510,845.50,2.000,-14.434,0.5956,4.5716,0.0000,46.4508,3.6023,11.7234,0.0000,33.1679,0.5336,4.5221,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.989,-4.740,1.117,0.130,0.567,0.162581,0.106378,0.668949,0.010899,0.051194
511,845.00,2.000,-14.443,0.5985,4.5719,0.0000,46.4517,3.5958,11.7244,0.0000,33.1763,0.5344,4.5173,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.017,-4.762,1.122,0.131,0.569,0.162419,0.106393,0.669164,0.010918,0.051106
512,844.50,2.000,-14.451,0.6013,4.5722,0.0000,46.4526,3.5894,11.7253,0.0000,33.1848,0.5353,4.5126,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.044,-4.784,1.127,0.132,0.572,0.162259,0.106409,0.669378,0.010937,0.051018
513,844.00,2.000,-14.460,0.6041,4.5725,0.0000,46.4535,3.5830,11.7263,0.0000,33.1932,0.5362,4.5078,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.071,-4.806,1.132,0.132,0.575,0.162099,0.106425,0.669591,0.010955,0.050930
514,843.50,2.000,-14.468,0.6069,4.5728,0.0000,46.4545,3.5765,11.7273,0.0000,33.2015,0.5371,4.5031,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.098,-4.828,1.137,0.133,0.577,0.161939,0.106441,0.669803,0.010974,0.050842
515,843.00,2.000,-14.477,0.6097,4.5731,0.0000,46.4553,3.5701,11.7284,0.0000,33.2098,0.5380,4.4984,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.124,-4.850,1.142,0.133,0.580,0.161780,0.106458,0.670015,0.010993,0.050754
516,842.50,2.000,-14.485,0.6125,4.5734,0.0000,46.4562,3.5637,11.7295,0.0000,33.2181,0.5389,4.4937,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.151,-4.871,1.147,0.134,0.582,0.161622,0.106474,0.670225,0.011012,0.050666
517,842.00,2.000,-14.493,0.6153,4.5736,0.0000,46.4571,3.5573,11.7306,0.0000,33.2263,0.5398,4.4890,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.177,-4.893,1.152,0.135,0.585,0.161465,0.106491,0.670435,0.011031,0.050578
518,841.50,2.000,-14.502,0.6180,4.5739,0.0000,46.4580,3.5509,11.7317,0.0000,33.2345,0.5407,4.4843,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.204,-4.915,1.157,0.135,0.587,0.161307,0.106509,0.670643,0.011050,0.050491
519,841.00,2.000,-14.510,0.6208,4.5742,0.0000,46.4588,3.5445,11.7328,0.0000,33.2426,0.5415,4.4797,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.230,-4.936,1.161,0.136,0.590,0.161151,0.106526,0.670851,0.011069,0.050403
520,840.50,2.000,-14.518,0.6235,4.5745,0.0000,46.4596,3.5381,11.7340,0.0000,33.2507,0.5424,4.4751,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.256,-4.957,1.166,0.136,0.592,0.160995,0.106544,0.671058,0.011088,0.050315
521,840.00,2.000,-14.527,0.6263,4.5748,0.0000,46.4605,3.5317,11.7352,0.0000,33.2587,0.5433,4.4705,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.282,-4.979,1.171,0.137,0.595,0.160840,0.106562,0.671264,0.011107,0.050228
522,839.50,2.000,-14.535,0.6290,4.5751,0.0000,46.4613,3.5253,11.7365,0.0000,33.2667,0.5442,4.4659,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.308,-5.000,1.176,0.137,0.597,0.160685,0.106580,0.671469,0.011126,0.050140
523,839.00,2.000,-14.543,0.6317,4.5753,0.0000,46.4621,3.5190,11.7378,0.0000,33.2747,0.5451,4.4613,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.333,-5.021,1.180,0.138,0.600,0.160531,0.106598,0.671673,0.011145,0.050053
524,838.50,2.000,-14.552,0.6343,4.5756,0.0000,46.4629,3.5126,11.7390,0.0000,33.2826,0.5460,4.4568,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.359,-5.042,1.185,0.139,0.602,0.160378,0.106617,0.671876,0.011164,0.049966
525,838.00,2.000,-14.560,0.6370,4.5759,0.0000,46.4637,3.5062,11.7404,0.0000,33.2905,0.5469,4.4522,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.384,-5.062,1.190,0.139,0.605,0.160225,0.106636,0.672078,0.011183,0.049878
526,837.50,2.000,-14.568,0.6397,4.5762,0.0000,46.4645,3.4999,11.7417,0.0000,33.2984,0.5478,4.4477,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.410,-5.083,1.194,0.140,0.607,0.160072,0.106655,0.672280,0.011202,0.049791
527,837.00,2.000,-14.576,0.6423,4.5765,0.0000,46.4653,3.4935,11.7431,0.0000,33.3062,0.5487,4.4432,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.435,-5.104,1.199,0.140,0.610,0.159921,0.106674,0.672480,0.011221,0.049704
